,Año comercial,RUT,DV,Razón social,Tramo según ventas,Número de trabajadores dependientes informados,Fecha inicio de actividades vigente,Fecha término de giro,Tipo término de giro,Tipo de contribuyente,Subtipo de contribuyente,Tramo capital propio positivo,Tramo capital propio negativo,Rubro económico,Subrubro económico,Actividad económica,Región,Provincia,Comuna,Calle,Número,Bloque,Departamento,Villa,Ciudad,regimen_final,lat,lon
313,2018,76433192,3,INVERSIONES PONCE & FLORES LIMITADA,3,1,2014-10-11,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,1.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Chacabuco,Lampa,AV ITALIA,,ST 22,,,SANTIAGO,r 14 ter,-33.2162204,-70.8159995
314,2018,76451221,9,REPOSTERIA Y PASTELERIA MALDONADO LOPEZ Y DIAZ LIMITADA,3,0,2016-12-06,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,6.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Lo Prado,SAN PABLO,5970.0,,L/2,POB.LAUTARO,SANTIAGO,r 14 ter,-33.4438082,-70.7187004
315,2018,76451526,9,MARIA LUISA GAJARDO PASTELERIA E.I.R.L.,3,1,2016-12-12,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,3.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Las Condes,AVENIDA LA QUEBRADA,14254.0,,,,,r 14 A,-33.3685079,-70.4996716
316,2018,76461288,4,COMERCIALIZADORA JOSEFINA DE LOS ANGELES DIAZ CASTRO E.I.R.L.,3,0,2015-01-08,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,2.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Maipú,AVENIDA PAJARITOS,4444.0,,L-5,,SANTIAGO,r 14 A,-33.4823131,-70.74610419999999
317,2018,76470449,5,COMERCIALIZADORA EUROPAN SPA,3,0,2015-06-03,,,PERSONA JURIDICA COMERCIAL,ENCOMANDITAS POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Talagante,Talagante,PASAJE 2,445.0,,,TOCORNAL,SANTIAGO,r 14 B,-33.6526655,-70.9258565
318,2018,76521855,1,REPOSTERIA VEGANA PAULA IBARRA SANCHEZ E.I.R.L.,3,8,2015-07-07,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,6.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,COMPANIA DE JESUS,2131.0,,A,,SANTIAGO,r 14 ter,-33.4399773,-70.6661958
319,2018,76524475,7,COMERCIALIZADORA MISKY TANTA LIMITADA,3,0,2015-12-17,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Reina,HUAPI,551.0,,,VILLA LA REINA,STGO.,r 14 A,-33.4569986,-70.538606
320,2018,76528772,3,PANADERIA Y PASTELERIA FRANCISCA TAPIA CACERES E.I.R.L.,3,0,2016-01-04,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Cerro Navia,SERRANO,,,LOCAL,ALIANZA 1,SANTIAGO,r 14 A,-33.4170817,-70.7631677
321,2018,76542234,5,ASESORIAS Y NEGOCIOS DAVID SALGADO HERRERA E.I.R.L.,3,0,2015-09-23,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,2.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Macul,LOS GEOLOGOS,5176.0,,,CAMPUS SAN JOAQUN,SANTIAGO,r 14 ter,-33.5006594,-70.6037121
322,2018,76546411,0,BUCAROS SPA,3,0,2015-11-06,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,3.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,GENERAL MACKENNA,1490.0,,2,,SANTIAGO,r 14 A,-33.4333882,-70.6584614
323,2018,76591591,0,PIANURA PADANA LIMITADA,3,3,2016-03-28,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,AV ITALIA,1805.0,,09,,SANTIAGO,r 14 A,-33.4509965,-70.62395459999999
324,2018,76604445,K,AMASANDERIA REY ESTEBAN ELIAS REINUN CORDERO E.I.R.L.,3,2,2016-03-29,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Maipú,,,,,,,r 14 A,-33.5373711,-70.7769943
325,2018,76628934,7,COMERCIAL IRIS KATYA MACEDO ALEGRE E.I.R.L.,3,0,2016-07-18,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,PLACER,880.0,C-18,472,,SANTIAGO,r 14 A,-33.4755774,-70.64486889999999
326,2018,76643503,3,INVERSIONES GRACIELA ESTAY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,3,0,2016-09-27,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,1.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Ñuñoa,QUILLAGUA,3872.0,,6,VILLA LOS PRESIDENTE,SANTIAGO,r 14 ter,-33.4678688,-70.5918389
327,2018,76662335,2,CRISTIÁN PABLO SEPÚLVEDA MUÑOZ PASTELERÍA EMPRESA INDIVIDUAL DE RESPONSABILIDAD,3,0,2016-09-26,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Quinta Normal,DOCTOR HECTOR LEHUEDE,2212.0,,,,SANTIAGO,r 14 ter,-33.4187147,-70.7061624
328,2018,76669696,1,COMERCIALIZADORA TREJO THOMAS Y COMPAÑIA LIMITADA,3,1,2016-10-19,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,8.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,ANTONIO VARAS,1468.0,,L 1,,SANTIAGO,r 14 A,-33.4403248,-70.6126785
329,2018,76685197,5,MUSEO DULCE LIMITADA,3,3,2016-12-20,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,6.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Chacabuco,Lampa,AVENIDA GENERAL SAN MARTI,269.0,,,VALLE GRANDE,SANTIAGO,r 14 A,-33.3246122,-70.7466604
330,2018,76686286,1,PANADERIA Y PASTELERIA MORA SPA,3,0,2017-02-18,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Peñalolén,AV QUILIN,6947.0,,,,SANTIAGO,r 14 B,-33.4991658,-70.5614824
331,2018,76713841,5,KATHERINNE ANDREA VELARDE RODRIGUEZ ELABORACION Y EXPENDIO DE PASTELERIA Y PANAD,3,2,2017-03-17,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Cordillera,Puente Alto,PASAJE AGUA VIVA PONIENTE,2252.0,,,VILLA AGUA VIVA,SANTIAGO,r 14 A,-33.5470217,-70.57733929999999
332,2018,76725733,3,SINERGIA ACTIVA SPA,3,0,2017-05-05,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,3.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,AV LIB BDO OHIGGINS,1302.0,,70,,SANTIAGO,r 14 ter,-33.4450866,-70.65431199999999
333,2018,76734546,1,ANA KATERINA GELATERÍA & DELICATESSEN SPA,3,0,2017-07-11,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,AVENIDA PROVIDENCIA,2538.0,,loc 4,,SANTIAGO,r 14 ter,-33.4189612,-70.60384189999999
334,2018,76736158,0,MARTINEZ WACQUEZ LIMITADA,3,0,2017-05-29,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Vitacura,VIRACURA,9990.0,,2,,SANTIAGO,r 14 A,-33.3797815,-70.5414138
335,2018,76740668,1,CAFETERÍA CHOCOLATE Y MERKÉN LIMITADA,3,5,2017-06-02,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,6.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Florida,LAS PERDICES,6545.0,,B,,LA FLORIDA,r 14 A,-33.5166805,-70.5468549
336,2018,76741402,1,CHOCOLAT DECOR SPA,3,0,2017-05-22,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,HUERFANOS,1160.0,,1101,,STGO,r 14 B,-33.4399358,-70.65312469999999
337,2018,76742442,6,PANADERÍAS VILLANELO SPA,3,1,2017-06-09,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,8.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,HUERFANOS,631.0,,,,SANTIAGO,r 14 B,-33.4389751,-70.6456595
338,2018,76760266,9,ENDULZADASCAKE SPA,3,1,2017-07-26,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Cerro Navia,AV.MAPOCHO,6918.0,,,,CERRO NAVIA,r 14 ter,-33.4237053,-70.7307098
339,2018,76762563,4,SALÓN DE TÉ ESTER MARGARITA CARDENAS BAZAES E.I.R.L.,3,0,2017-08-01,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Cerrillos,LA PRIMAVERA,1201.0,,,VILLA MEXICO,CERRILLOS,r 14 ter,-33.5083435,-70.73043799999999
340,2018,76763806,K,CENTRO GASTRONOMICO LOS SABORES DE MEME SPA,3,0,2017-07-25,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,4.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Maipo,Buin,CARLOS CONDELL,395.0,,,,BUIN,r 14 ter,-33.731462,-70.7409626
341,2018,76764299,7,ANTOJOS SIN REMORDIMIENTO LIBIA YORLENI LOPEZ E.I.R.L.,3,0,2017-08-21,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,6.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,MERCED,838.0,A,117,,SANTIAGO,r 14 A,-33.4385039,-70.648872
342,2018,76764479,5,GASTRONOMIA JACKSON ALEXIS ACEITUNO E.I.R.L.,3,0,2017-08-08,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Chacabuco,Lampa,,,,,,,r 14 A,-33.2827093,-70.879328
343,2018,76767616,6,INVERSIONES LA LIBERTAD LIMITADA,3,1,2017-10-03,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Recoleta,ASUNCION,286.0,2,,,RECOLETA,,-33.431034,-70.64304899999999
344,2018,76767966,1,CAFETERIA Y PASTELERIA INES GUILLERMINA ALBORNOZ SILVA  E.I.R.L.,3,0,2017-08-14,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Quilicura,AV. LO MARCOLETA,423.0,,,LA FORESTA 1,QUILICURA,,-33.3604992,-70.74721629999999
345,2018,76770065,2,MINIMARKET ESCOBAR & BASSI LIMITADA,3,0,2017-08-24,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,GENERAL BULNES,660.0,,,,SANTIAGO,r 14 A,-33.4372266,-70.6707596
346,2018,76776409,K,PASTELERIA ORIETTA DANAE FERNANDEZ WYSS E.I.R.L.,3,0,2017-09-04,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Cordillera,Puente Alto,NONATO COO,2796.0,,,,PUENTE ALTO,r 14 A,-33.5852369,-70.568371
347,2018,76778017,6,SOCIEDAD COMERCIAL E INVERSIONES COFFEE TIME LIMITADA,3,0,2017-11-20,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,MAULE,648.0,,,,SANTIAGO,r 14 A,-33.4666527,-70.6412079
348,2018,76782061,5,PRODUCTOS DE PANADERIA FELIPE GALLARDO LOPEZ E.I.R.L.,3,0,2017-09-22,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,5.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,VICTORIA,1353.0,,,,SANTIAGO,r 14 A,-33.464046,-70.652334
349,2018,76782357,6,COMERCIAL  STEAK HOUSE SPA,3,0,2017-09-25,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Chacabuco,Lampa,PARCELA 8 LOTE 12,8.0,,C,STREET CENTER BATUCO,SANTIAGO,r 14 B,-33.246326,-70.820421
350,2018,76786315,2,VALLITA SERVICIOS Y ASESORIAS SPA,3,0,2017-09-21,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,1.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Las Condes,AV APOQUINDO,6410.0,,,,SANTIAGO,r 14 B,-33.4075948,-70.5644324
351,2018,76799195,9,PASTELERIA KAISER SPA,3,4,2017-11-08,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,7.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Huechuraba,QUILAPAN,6898.0,,,SANTA ROSA DE HUECHU,HUECHURABA,r 14 B,-33.3592427,-70.6701982
352,2018,76802067,1,FRUTAS ADRIANA VEGA MOSQUERA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,3,0,2017-11-30,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Santiago,ARTURO PRATT,1260.0,,,,SANTIAGO,r 14 A,-33.4618494,-70.6469805
353,2018,76810362,3,INVERSIONES Y COMERCIALIZADORA FENG SPA,3,0,2017-11-24,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Providencia,NUEVA DE LYON,36.0,,21,,SANTIAGO,r 14 B,-33.4215467,-70.6100885
354,2018,76816533,5,VENTA DE EMPANADAS LAURA ELENA MIRANDA HOFFMANN  E.I.R.L.,3,3,2017-12-27,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Cisterna,AV. EL PARRON,100.0,,,,LA CISTERNA,r 14 ter,-33.526413,-70.6616863
355,2018,76817273,0,LAS TRES ESCOBAS SPA,3,0,2018-01-02,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,1.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Peñalolén,CONSISTORIAL,5310.0,,,,PEALOLEN,r 14 ter,-33.4942111,-70.5506315
356,2018,76818693,6,INVERSIONES CASTRO Y ESPEJO SPA,3,3,2018-01-24,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,8.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Florida,AVENIDA VICUA MACKENA,7492.0,,12,ED. VISTA BELLA ORIE,LA FLORIDA,r 14 ter,-33.5239318,-70.5975342
357,2018,76823277,6,PANADERIA SAN CRISTOBAL SPA,3,0,2018-02-22,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Las Condes,NAPOLEON,3233.0,,,,,r 14 B,-33.4179938,-70.59585
358,2018,76834662,3,PASTELERIA MARIA PIA RUBIO VALENCIA E.I.R.L.,3,0,2018-02-22,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Florida,JARDIN ALTO,7957.0,,,,SANTIAGO,r 14 A,-33.5252181,-70.5610704
359,2018,76837886,K,YEIS SPA,3,0,2018-03-09,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Talagante,Peñaflor,AVENIDA LARRAÍN,2612.0,,,,PE?AFLOR,r 14 B,-33.5997014,-70.87997179999999
360,2018,76841294,4,NICOLE ABELLO AYALA E.I.R.L.,3,0,2018-03-07,,,PERSONA JURIDICA COMERCIAL,EMPR. INDIVIDUAL RESP. LTDA.,,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,La Pintana,EL OLIVAR,2768.0,,,HUERTO JOSE  MAZA,LA PINTANA,r 14 ter,-33.6151608,-70.6292543
361,2018,76843172,8,CAFETERIA CACAO Y VAINILLA SPA,3,0,2018-04-03,,,PERSONA JURIDICA COMERCIAL,SOCIEDAD POR ACCIONES,4.0,,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Vitacura,AV. PADRE HURTADO NORTE,1873.0,,,,VITACURA,r 14 ter,-33.382052,-70.552002
362,2018,76848094,K,CAFETERÍA Y SALÓN DE TÉ MUSKARIA LIMITADA,3,0,2018-03-26,,,PERSONA JURIDICA COMERCIAL,SOC. RESPONSABILIDAD LIMITADA,,5.0,"G - Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas","472 - Venta al por menor de alimentos, bebidas y tabaco en comercios especializados",472105 - Venta al por menor en comercios especializados de productos de panadería y pastelería,Región Metropolitana de Santiago,Santiago,Maipú,PARQUE CENTRAL PONIENTE,785.0,,,,MAIPU,r 14 ter,-33.5590431,-70.7892866
